代码,名称,行业,买入日期,买入价,卖出日期,卖出价,股数,盈亏金额,盈亏比例,持有天数,买入信号,买入原因,卖出信号,卖出原因,市场状态,股票池
002025,航天电器,元器件,20260105,51.68,20260114,59.37,100,761.3,14.88%,9,Rank 2.02%,"Rank 2.02%, Score 0.0569, BULL",BULL trailing stop (16.1%),BULL trailing stop (16.1%),BULL,csi500
600879,航天电子,航空,20260105,21.75,20260115,26.78,200,999.0,23.13%,10,Rank 1.52%,"Rank 1.52%, Score 0.0651, BULL",BULL trailing stop (15.1%),BULL trailing stop (15.1%),BULL,csi500
300699,光威复材,化纤,20260105,39.09,20260115,39.32,100,17.9,0.59%,10,Rank 4.05%,"Rank 4.05%, Score 0.0501, BULL",BULL trailing stop (15.4%),BULL trailing stop (15.4%),BULL,csi500
688387,信科移动-U,通信设备,20260114,19.88,20260115,17.76,1100,-2357.4,-10.66%,1,Rank 0.84%,"Rank 0.84%, Score 0.0834, BULL",BULL Hard stop (-10.7%),BULL Hard stop (-10.7%),BULL,csi500
300058,蓝色光标,广告包装,20260106,13.66,20260116,16.29,300,782.6,19.25%,10,Rank 4.38%,"Rank 4.38%, Score 0.0509, BULL",BULL trailing stop (24.7%),BULL trailing stop (24.7%),BULL,csi500
002044,美年健康,医疗保健,20260105,5.46,20260119,7.21,1000,1740.6,32.05%,14,Rank 1.69%,"Rank 1.69%, Score 0.0611, BULL",BULL trailing stop (15.3%),BULL trailing stop (15.3%),BULL,csi500
601611,中国核建,建筑工程,20260105,13.99,20260120,16.45,300,732.2,17.60%,15,Rank 3.54%,"Rank 3.54%, Score 0.0525, BULL",BULL trailing stop (17.6%),BULL trailing stop (17.6%),BULL,csi500
300118,东方日升,电气设备,20260105,14.46,20260121,16.25,400,707.6,12.38%,16,Rank 0.67%,"Rank 0.67%, Score 0.0796, BULL",BULL trailing stop (16.7%),BULL trailing stop (16.7%),BULL,csi500
688375,国博电子,元器件,20260115,135.39,20260121,122.77,100,-1278.0,-9.32%,6,Rank 0.85%,"Rank 0.85%, Score 0.1324, BULL",BULL Hard stop (-9.3%),BULL Hard stop (-9.3%),BULL,csi500
002131,利欧股份,互联网,20260106,6.63,20260122,8.42,1500,2668.6,27.00%,16,Rank 0.34%,"Rank 0.34%, Score 0.0928, BULL",BULL trailing stop (19.0%),BULL trailing stop (19.0%),BULL,csi500
688387,信科移动-U,通信设备,20260115,17.76,20260126,17.9,1200,140.1,0.79%,11,Rank 0.68%,"Rank 0.68%, Score 0.1610, BULL",BULL trailing stop (18.2%),BULL trailing stop (18.2%),BULL,csi500
300285,国瓷材料,陶瓷,20260105,29.0,20260129,30.12,100,108.1,3.86%,24,Rank 1.85%,"Rank 1.85%, Score 0.0569, BULL",BULL trailing stop (16.9%),BULL trailing stop (16.9%),BULL,csi500
002130,沃尔核材,电气设备,20260105,26.95,20260129,27.43,100,44.4,1.78%,24,Rank 2.53%,"Rank 2.53%, Score 0.0560, BULL",BULL trailing stop (17.7%),BULL trailing stop (17.7%),BULL,csi500
600673,东阳光,综合类,20260106,24.41,20260129,27.25,200,560.9,11.63%,23,Rank 4.04%,"Rank 4.04%, Score 0.0522, BULL",BULL trailing stop (15.2%),BULL trailing stop (15.2%),BULL,csi500
300432,富临精工,汽车配件,20260105,17.84,20260130,16.96,200,-180.4,-4.93%,25,Rank 4.89%,"Rank 4.89%, Score 0.0484, BULL",BULL trailing stop (16.6%),BULL trailing stop (16.6%),BULL,csi500
300339,润和软件,软件服务,20260106,51.39,20260130,50.07,100,-138.7,-2.57%,24,Rank 3.20%,"Rank 3.20%, Score 0.0569, BULL",BULL trailing stop (15.3%),BULL trailing stop (15.3%),BULL,csi500
000060,中金岭南,铅锌,20260129,8.55,20260130,7.7,300,-258.0,-9.94%,1,Rank 2.18%,"Rank 2.18%, Score 0.0647, BULL",BULL Hard stop (-9.9%),BULL Hard stop (-9.9%),BULL,csi500
000960,锡业股份,小金属,20260105,28.28,20260202,35.93,100,759.9,27.04%,28,Rank 3.04%,"Rank 3.04%, Score 0.0540, BULL",BULL trailing stop (23.3%),BULL trailing stop (23.3%),BULL,csi500
