代码,名称,行业,买入日期,买入价,卖出日期,卖出价,股数,盈亏金额,盈亏比例,持有天数,买入信号,买入原因,卖出信号,卖出原因,市场状态,股票池
002025,航天电器,元器件,20260105,51.68,20260114,59.37,100,761.3,14.88%,9,Rank 2.02%,"Rank 2.02%, Score 0.0569, BULL",BULL trailing stop (16.1%),BULL trailing stop (16.1%),BULL,csi500
600879,航天电子,航空,20260105,21.75,20260115,26.78,200,999.0,23.13%,10,Rank 1.52%,"Rank 1.52%, Score 0.0651, BULL",BULL trailing stop (15.1%),BULL trailing stop (15.1%),BULL,csi500
300699,光威复材,化纤,20260105,39.09,20260115,39.32,100,17.9,0.59%,10,Rank 4.05%,"Rank 4.05%, Score 0.0501, BULL",BULL trailing stop (15.4%),BULL trailing stop (15.4%),BULL,csi500
688387,信科移动-U,通信设备,20260114,19.88,20260115,17.76,1100,-2357.4,-10.66%,1,Rank 0.84%,"Rank 0.84%, Score 0.0834, BULL",BULL Hard stop (-10.7%),BULL Hard stop (-10.7%),BULL,csi500
300058,蓝色光标,广告包装,20260106,13.66,20260116,16.29,300,782.6,19.25%,10,Rank 4.38%,"Rank 4.38%, Score 0.0509, BULL",BULL trailing stop (24.7%),BULL trailing stop (24.7%),BULL,csi500
002044,美年健康,医疗保健,20260105,5.46,20260119,7.21,1000,1740.6,32.05%,14,Rank 1.69%,"Rank 1.69%, Score 0.0611, BULL",BULL trailing stop (15.3%),BULL trailing stop (15.3%),BULL,csi500
000021,深科技,元器件,20260105,26.35,20260120,31.49,100,509.9,19.51%,15,Rank 3.37%,"Rank 3.37%, Score 0.0526, BULL",BULL rank exit (72.6%),BULL rank exit (72.6%),BULL,csi500
601611,中国核建,建筑工程,20260105,13.99,20260120,16.45,300,732.2,17.60%,15,Rank 3.54%,"Rank 3.54%, Score 0.0525, BULL",BULL trailing stop (17.6%),BULL trailing stop (17.6%),BULL,csi500
300118,东方日升,电气设备,20260105,14.46,20260121,16.25,400,707.6,12.38%,16,Rank 0.67%,"Rank 0.67%, Score 0.0796, BULL",BULL trailing stop (16.7%),BULL trailing stop (16.7%),BULL,csi500
688375,国博电子,元器件,20260115,135.39,20260121,122.77,100,-1278.0,-9.32%,6,Rank 0.85%,"Rank 0.85%, Score 0.1324, BULL",BULL Hard stop (-9.3%),BULL Hard stop (-9.3%),BULL,csi500
002131,利欧股份,互联网,20260106,6.63,20260122,8.42,1500,2668.6,27.00%,16,Rank 0.34%,"Rank 0.34%, Score 0.0928, BULL",BULL trailing stop (19.0%),BULL trailing stop (19.0%),BULL,csi500
600021,上海电力,火力发电,20260106,20.79,20260122,23.27,300,734.9,11.93%,16,Rank 2.53%,"Rank 2.53%, Score 0.0593, BULL",BULL rank exit (75.7%),BULL rank exit (75.7%),BULL,csi500
000878,云南铜业,铜,20260106,21.25,20260122,22.26,200,196.2,4.75%,16,Rank 3.70%,"Rank 3.70%, Score 0.0550, BULL",BULL rank exit (43.6%),BULL rank exit (43.6%),BULL,csi500
688387,信科移动-U,通信设备,20260115,17.76,20260126,17.9,1200,140.1,0.79%,11,Rank 0.68%,"Rank 0.68%, Score 0.1610, BULL",BULL trailing stop (18.2%),BULL trailing stop (18.2%),BULL,csi500
600096,云天化,农药化肥,20260105,33.81,20260128,39.89,100,602.8,17.98%,23,Rank 2.70%,"Rank 2.70%, Score 0.0550, BULL",BULL rank exit (82.7%),BULL rank exit (82.7%),BULL,csi500
300285,国瓷材料,陶瓷,20260105,29.0,20260129,30.12,100,108.1,3.86%,24,Rank 1.85%,"Rank 1.85%, Score 0.0569, BULL",BULL trailing stop (16.9%),BULL trailing stop (16.9%),BULL,csi500
002130,沃尔核材,电气设备,20260105,26.95,20260129,27.43,100,44.4,1.78%,24,Rank 2.53%,"Rank 2.53%, Score 0.0560, BULL",BULL trailing stop (17.7%),BULL trailing stop (17.7%),BULL,csi500
600673,东阳光,综合类,20260106,24.41,20260129,27.25,200,560.9,11.63%,23,Rank 4.04%,"Rank 4.04%, Score 0.0522, BULL",BULL trailing stop (15.2%),BULL trailing stop (15.2%),BULL,csi500
600498,烽火通信,通信设备,20260119,39.31,20260129,39.6,400,95.4,0.74%,10,Rank 0.68%,"Rank 0.68%, Score 0.0902, BULL",BULL rank exit (61.3%),BULL rank exit (61.3%),BULL,csi500
300432,富临精工,汽车配件,20260105,17.84,20260130,16.96,200,-180.4,-4.93%,25,Rank 4.89%,"Rank 4.89%, Score 0.0484, BULL",BULL trailing stop (16.6%),BULL trailing stop (16.6%),BULL,csi500
300339,润和软件,软件服务,20260106,51.39,20260130,50.07,100,-138.7,-2.57%,24,Rank 3.20%,"Rank 3.20%, Score 0.0569, BULL",BULL trailing stop (15.3%),BULL trailing stop (15.3%),BULL,csi500
000060,中金岭南,铅锌,20260129,8.55,20260130,7.7,400,-344.0,-9.94%,1,Rank 2.18%,"Rank 2.18%, Score 0.0647, BULL",BULL Hard stop (-9.9%),BULL Hard stop (-9.9%),BULL,csi500
000960,锡业股份,小金属,20260105,28.28,20260202,35.93,100,759.9,27.04%,28,Rank 3.04%,"Rank 3.04%, Score 0.0540, BULL",BULL trailing stop (23.3%),BULL trailing stop (23.3%),BULL,csi500
002414,高德红外,电器仪表,20260106,16.31,20260202,16.19,500,-70.5,-0.74%,27,Rank 1.01%,"Rank 1.01%, Score 0.0739, BULL",BULL rank exit (66.9%),BULL rank exit (66.9%),BULL,csi500
603650,彤程新材,化工原料,20260106,46.88,20260202,54.21,100,726.0,15.64%,27,Rank 1.35%,"Rank 1.35%, Score 0.0661, BULL",BULL trailing stop (15.7%),BULL trailing stop (15.7%),BULL,csi500
002558,巨人网络,互联网,20260106,45.4,20260202,42.4,100,-305.5,-6.61%,27,Rank 4.55%,"Rank 4.55%, Score 0.0508, BULL",BULL trailing stop (17.1%),BULL trailing stop (17.1%),BULL,csi500
600392,盛和资源,小金属,20260120,23.92,20260202,24.41,100,45.9,2.05%,13,Rank 0.68%,"Rank 0.68%, Score 0.0687, BULL",BULL trailing stop (18.9%),BULL trailing stop (18.9%),BULL,csi500
688005,容百科技,电气设备,20260121,31.68,20260202,29.36,300,-707.5,-7.32%,12,Rank 0.68%,"Rank 0.68%, Score 0.0736, BULL",BULL trailing stop (18.2%),BULL trailing stop (18.2%),BULL,csi500
688249,晶合集成,半导体,20260122,37.0,20260202,33.52,200,-704.7,-9.41%,11,Rank 0.51%,"Rank 0.51%, Score 0.0652, BULL",BULL Hard stop (-9.4%),BULL Hard stop (-9.4%),BULL,csi500
603596,伯特利,汽车配件,20260122,55.81,20260202,49.6,100,-627.4,-11.13%,11,Rank 1.01%,"Rank 1.01%, Score 0.0609, BULL",BULL Hard stop (-11.1%),BULL Hard stop (-11.1%),BULL,csi500
688469,芯联集成-U,半导体,20260128,8.24,20260202,7.2,1800,-1888.8,-12.62%,5,Rank 0.67%,"Rank 0.67%, Score 0.0799, BULL",BULL Hard stop (-12.6%),BULL Hard stop (-12.6%),BULL,csi500
688172,燕东微,半导体,20260129,46.8,20260202,41.94,100,-491.5,-10.38%,4,Rank 0.67%,"Rank 0.67%, Score 0.0926, BULL",BULL Hard stop (-10.4%),BULL Hard stop (-10.4%),BULL,csi500
601168,西部矿业,铜,20260130,35.6,20260202,32.04,100,-360.2,-10.00%,3,Rank 1.68%,"Rank 1.68%, Score 0.0638, BULL",BULL Hard stop (-10.0%),BULL Hard stop (-10.0%),BULL,csi500
002156,通富微电,半导体,20260105,39.54,20260205,47.72,100,811.8,20.69%,31,Rank 3.71%,"Rank 3.71%, Score 0.0524, BULL",BULL trailing stop (15.3%),BULL trailing stop (15.3%),BULL,csi500
002281,光迅科技,通信设备,20260106,69.48,20260205,66.33,100,-323.6,-4.53%,30,Rank 2.02%,"Rank 2.02%, Score 0.0640, BULL",BULL trailing stop (15.5%),BULL trailing stop (15.5%),BULL,csi500
002436,兴森科技,元器件,20260106,21.85,20260205,21.82,200,-11.7,-0.14%,30,Rank 3.54%,"Rank 3.54%, Score 0.0553, BULL",BULL trailing stop (15.7%),BULL trailing stop (15.7%),BULL,csi500
002532,天山铝业,铝,20260115,18.88,20260205,17.83,500,-539.2,-5.59%,21,Rank 1.02%,"Rank 1.02%, Score 0.0776, BULL",BULL trailing stop (15.2%),BULL trailing stop (15.2%),BULL,csi500
300058,蓝色光标,广告包装,20260116,16.29,20260205,19.13,1200,3378.2,17.43%,20,Rank 0.34%,"Rank 0.34%, Score 0.1715, BULL",BULL trailing stop (18.2%),BULL trailing stop (18.2%),BULL,csi500
002131,利欧股份,互联网,20260126,8.0,20260206,8.46,2800,1257.2,5.75%,11,Rank 0.51%,"Rank 0.51%, Score 0.1075, BULL",BULL trailing stop (16.9%),BULL trailing stop (16.9%),BULL,csi500
601099,太平洋,证券,20260129,4.31,20260209,4.21,700,-73.8,-2.32%,11,Rank 2.35%,"Rank 2.35%, Score 0.0642, BULL",BULL rank exit (79.9%),BULL rank exit (79.9%),BULL,csi500
600977,中国电影,影视音像,20260105,15.4,20260212,17.61,300,656.1,14.35%,38,Rank 3.20%,"Rank 3.20%, Score 0.0537, BULL",BULL trailing stop (15.1%),BULL trailing stop (15.1%),BULL,csi500
601212,白银有色,铜,20260209,10.37,20260212,9.41,2100,-2041.7,-9.26%,3,Rank 0.50%,"Rank 0.50%, Score 0.0913, BULL",BULL Hard stop (-9.3%),BULL Hard stop (-9.3%),BULL,csi500
000933,神火股份,铝,20260105,28.47,20260213,29.87,100,136.1,4.92%,39,Rank 4.22%,"Rank 4.22%, Score 0.0497, BULL",BULL trailing stop (16.8%),BULL trailing stop (16.8%),BULL,csi500
600312,平高电气,电气设备,20260130,21.41,20260224,23.16,200,343.7,8.17%,25,Rank 0.84%,"Rank 0.84%, Score 0.0710, BULL",BULL rank exit (46.7%),BULL rank exit (46.7%),BULL,csi500
